patient_zip3,population,density,age_median,age_60s,age_70s,married,never_married,family_size,income_household_median,income_household_10_to_15,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,housing_units,rent_median,rent_burden,education_less_highschool,education_highschool,education_bachelors,education_college_or_above,labor_force_participation,unemployment_rate,self_employed,farmer,race_white,race_other,race_multiple,hispanic,disabled,poverty,limited_english,veteran,Ozone
251,1404.942308,87.925,47.35098,19.528846,11.898077,47.723077,25.580769,3.172041,45153.05263,9.38,10.464,7.196,2.812,10.008,22544.30233,84.982,534.173077,689.5,28.88,22.340385,45.363462,6.773077,11.215385,35.953846,6.304082,2.583333,0.730952,94.742308,0.019231,2.35,0.748077,24.954902,25.522,0,8.021154,39.194723
252,1390.15,32.9375,46.902564,16.392308,9.992308,50.912821,25.238462,3.472051,46739.875,5.233333,12.820513,8.687179,8.35641,17.04359,28727.51429,83.230769,533.4,655.25,29.15,14.630769,49.294872,9.497436,14.333333,44.376923,6.351282,4.248649,3.897297,97.420513,0.002564,1.705128,0.805128,23.748718,17.702564,0,10.764103,38.267969
253,8050.357143,254.1,42.907692,14.753846,8.861538,44.546154,30.761538,2.934615,49502.61538,6.946154,9.823077,11.507692,9.730769,21.238462,28680.92308,65.976923,3482.428571,834.384615,35.616667,10.092308,35.815385,16.492308,28.830769,54.838462,6.523077,9.425,0.183333,84.592308,0.223077,4.292308,1.346154,19.161538,19.184615,0.607692,6.853846,38.658203
254,8258.5,165.75,41.925,13.316667,9.633333,54.654167,26.170833,3.158333,74096.2381,3.083333,12.1375,17.5,16.270833,33.770833,34863.04348,81.616667,3157.291667,1048.588235,28.05625,9.779167,36.154167,16.058333,24.6625,63.95,5.15,9.040909,1.554545,89.8875,1.425,3.845833,3.404167,14.2125,9.679167,0.295833,8.920833,40.189006
255,3465.05,50.245,44.0225,16.0525,9.035,54.9925,24.975,3.26325,52199.85714,6.35,10.5975,12.04,6.7075,18.7475,26011.23077,82.0275,1324.05,738,35.747059,17.045,43.99,8.535,13.5925,45.0725,6.2175,6.089474,1.242105,97.0775,0.2825,1.8775,0.7525,23.04,17.9125,0.0525,7.0325,39.326599
256,1077.581395,36.755814,44.371429,13.02093,11.995349,50.102326,24.5,3.325581,37776.40625,10.65814,8.344186,9.409302,2.225581,11.634884,22506.92308,76.874419,407.046512,665.882353,32.422222,23.97907,45.781395,3.711628,7.048837,34.109302,15.053659,3.784848,0,95.632558,0.011628,1.862791,0.82093,34.648837,26.72093,0.025581,6.834884,40.691246
259,1189.837838,36.775676,46.515152,18.631429,9.511429,53.605714,25.814286,3.281176,44151.26923,7.482857,9.008571,10.6,4.66,15.26,25577.53846,83.802857,492.891892,695.9,38.45,15.908571,45.791429,8.8,18.268571,44.994286,12.541176,4.1625,0.725,95.7,0.082857,1.171429,0.442857,25.514286,27.122857,0.048571,5.505714,40.10139
260,5230.708333,172.495833,44.9125,14.745833,9.416667,46.725,32.0625,3.282917,58555.77273,5.895833,12.429167,14.458333,11.975,26.433333,29782.125,80.483333,2169.0,687.666667,30.038889,11.116667,40.129167,12.033333,20.720833,55.2125,5.891667,5.178261,1.726087,95.4875,0.129167,2.470833,0.9625,18.041667,14.3625,0.166667,8.658333,40.610619
261,3849.121212,84.769697,47.36129,17.484375,9.521875,50.853125,26.0625,3.150645,53416.44828,6.765625,12.196875,11.69375,6.66875,18.3625,28463.73333,82.3375,1549.878788,724.117647,31.157143,10.228125,46.7375,9.490625,14.54375,48.459375,5.687097,6.396552,3.565517,96.28125,0.0875,2.1125,0.85625,21.09375,18.346875,0.028125,7.96875,38.815185
262,1578.5,10.711538,51.304255,22.74898,12.126531,51.706122,24.108163,3.044375,44603.08108,6.97551,7.322449,9.793878,4.169388,13.963265,26469.11628,84.371429,593.576923,670.473684,34.146667,21.563265,48.5,7.514286,12.446939,45.565306,6.43125,5.025641,1.523077,97.095918,0.126531,2.312245,0.45102,22.344898,15.065306,0.030612,9.069388,39.889164
263,2756.903226,29.822581,44.34,17.867742,8.416129,44.603226,31.274194,3.364333,51820.53571,5.109677,10.864516,10.925806,5.587097,16.512903,27993.51724,80.96129,1071.451613,744.647059,29.358333,12.967742,47.990323,8.341935,15.858065,50.522581,8.180645,4.884615,3.580769,95.974194,0.725806,2.167742,1.680645,22.125806,17.129032,0.212903,8.887097,39.08638
264,1919.62069,49.7,44.778571,14.27931,12.062069,44.327586,24.968966,3.535185,55544.04167,8.189655,11.986207,10.937931,7.57931,18.517241,26504.11111,81.462069,692.896552,640.307692,24.188889,15.851724,50.6,6.82069,10.648276,47.12069,7.196429,4.568,3.896,94.931034,0.182759,2.62069,1.072414,24.396552,15.668966,0.055172,10.903448,39.33394
265,5038.027027,190.12973,43.748571,15.540541,13.737838,50.459459,27.675676,2.917429,58520.93103,4.227778,11.958333,11.883333,7.441667,19.325,28342.25,79.913889,2048.675676,718.428571,27.694444,12.243243,49.678378,8.791892,18.1,54.202703,11.8,5.386207,1.168966,94.497297,0.283784,1.902703,1.467568,20.283784,17.008333,0.2,8.791892,39.927476
267,2319.173913,55.782609,44.408696,13.821739,12.417391,50.934783,25.873913,3.59,54601.88889,5.1,14.182609,11.465217,4.626087,16.091304,28421.68182,82.582609,864.217391,704.384615,25.175,11.730435,51.034783,8.330435,13.486957,53.543478,6.769565,6.145455,4.25,95.221739,0.078261,2.143478,0.686957,20.16087,16.656522,0.847826,10.113043,40.824301
270,8543.735294,77.644118,45.605882,15.014706,9.002941,55.526471,23.344118,3.005588,59992.05882,4.579412,15.079412,14.329412,8.429412,22.758824,30950.58824,80.579412,3395.235294,754.354839,25.996296,13.888235,32.764706,13.420588,19.788235,58.552941,4.891176,11.705882,3.676471,88.291176,1.623529,3.132353,6.482353,17.288235,12.844118,1.052941,8.455882,40.434819
271,30104.11111,1516.211111,33.666667,8.677778,5.377778,31.8,53.022222,3.202857,51949.14286,5.357143,12.085714,11.585714,9.942857,21.528571,24207.33333,54.871429,11917.22222,870,31.485714,11.485714,25.485714,20.257143,34.157143,52.311111,8.255556,12.285714,0.228571,54.488889,2.855556,5.611111,12.155556,10.166667,17.942857,2.914286,4.822222,39.112712
272,14111.22727,275.959091,41.078571,12.843182,6.561364,47.584091,33.070455,3.170244,58895.45946,4.595349,12.774419,13.755814,9.069767,22.825581,29558.78049,73.232558,5523.977273,832.083333,29.034375,13.490909,30.447727,15.170455,23.047727,60.7,4.556818,12.144737,2.484211,77.068182,2.927273,3.459091,8.863636,13.934091,13.218605,1.465116,6.388636,39.285824
273,11116.08333,76.405556,43.566667,12.697222,8.45,54.538889,26.319444,3.029722,62834.70588,7.094444,13.45,16.044444,9.422222,25.466667,32080.94286,75.880556,4272.5,816.16129,27.471429,12.063889,33.916667,13.308333,21.6,59.997222,5.108333,12.4,2.563636,73.886111,2.463889,5.197222,7.372222,15.411111,13.797222,0.941667,7.802778,39.362324
274,30252.27273,1425.163636,33.7,8.963636,5.181818,32.481818,51.445455,3.024444,58268.44444,4.566667,11.666667,12.688889,11.777778,24.466667,27171.63636,53.044444,12090.90909,949.666667,29.466667,7.318182,16.918182,23.781818,36.536364,60.136364,8.745455,13.511111,0.122222,47.018182,2.654545,4.090909,7.590909,9.9,16.222222,2.355556,4.936364,39.14277
275,17689.125,260.2875,39.913235,12.234286,7.565714,49.088571,32.907143,3.14303,71909.26984,4.561765,13.713235,15.888235,15.236765,31.125,34699.16667,70.844118,6526.513889,994.311475,29.710169,10.526087,26.101449,18.363768,30.350725,60.831429,5.46087,12.142188,1.085938,65.257143,3.35,4.867143,8.888571,14.32029,13,1.866176,8.64,39.070037
276,32596.52941,1108.958824,34.9,9.6125,4.675,40.90625,44.00625,3.015333,83741.66667,2.746667,12.126667,17.326667,23.053333,40.38,41978.5,54.62,12972.82353,1255.733333,31.66,6.433333,13.366667,35.3,57.646667,65.575,3.7375,14.753333,0.14,66.225,3.825,4.90625,9.01875,8.18125,10.853333,2.286667,4.95625,39.49801
277,33878.66667,877.355556,34.3625,9.7375,4.9375,37.75,47.425,3.034286,66806.57143,3.414286,11.885714,15.971429,16.257143,32.228571,33376.125,56.2,13957.55556,1159.714286,34.071429,9.475,15.325,29.1125,50.125,60.7125,6.0125,13.625,0.125,51.275,3.9875,5.9875,13.4625,9.1,14.042857,4.471429,4.7375,38.846006
278,6337.614458,61.738554,45.054321,16.969512,10.64878,42.614634,32.003659,3.008902,47215.40541,8.039024,10.658537,10.556098,5.220732,15.776829,25436.44304,70.037805,2574.253012,785.072464,33.831148,17.146341,36.893902,9.965854,15.1,54.426829,7.453086,9.507792,1.018182,48.197561,2.136585,3.926829,5.441463,19.884146,19.735366,0.630488,7.24878,39.382449
279,3373.827586,55.101724,47.172414,17.110345,10.97931,51.905172,25.843103,2.83931,57111.28302,4.727586,13.251724,11.922414,10.251724,22.174138,32265.25,76.781034,1358.724138,995.410256,59.102941,11.787931,30.356897,16.891379,23.803448,59.001724,6.544828,14.198113,0.850943,72.186207,1.872414,4.37069,6.486207,17.367241,13.517241,1.458621,10.705172,39.545218
280,15656.87755,233.504082,40.04,12.213333,8.46,47.913333,31.035556,3.238182,60479.55,6.622727,12.570455,12.525,10.115909,22.640909,30039.04651,74.504545,5812.265306,912.974359,27.797222,12.148889,32.591111,15.248889,22.093333,58.04,6.208889,10.515556,0.957778,75.764444,1.671111,3.277778,5.868889,15.302222,14.568182,1.261364,6.882222,40.34657
281,15071.55814,176.204651,41.82093,12.383721,7.95814,50.765116,30.795349,3.126279,64158.825,3.916279,13.216279,14.281395,11.404651,25.686047,32478.21429,74.983721,5525.395349,917,27.643243,13.593023,29.183721,16.390698,25.713953,60.802326,5.337209,11.780488,1.839024,77.746512,1.525581,3.088372,5.74186,15.07907,11.339535,1.011628,7.588372,40.234346
282,32497.82759,1205.327586,33.869231,8.246154,4.096154,38.607692,46.726923,3.177083,79186.25,3.395833,12.5125,15.645833,19.629167,35.275,41142.73077,52.220833,12920.58621,1298.916667,28.35,8.803846,14.673077,28.95,45.365385,70.576923,5.315385,14.645833,0.066667,50.923077,5.988462,5.773077,12.980769,7.907692,11.6,4.883333,4.888462,39.442282
283,10875.2987,217.91039,39.644737,12.768421,8.518421,44.135526,34.618421,3.332055,49924.38028,6.582192,10.647945,11.389041,6.491781,17.880822,26495.63889,67.093151,4034.714286,806.923077,31.420339,15.223684,31.243421,12.873684,18.875,56.9,8.378667,10.644286,1.395714,54.084211,4.831579,5.140789,10.756579,17.820548,19.782192,2.09726,12.575,38.976346
284,9467.890909,120.825455,45.469091,15.16,10.610909,49.661818,27.783636,3.092727,56055.2,6.363636,11.943636,13.167273,9.138182,22.305455,29099.54545,74.363636,3961.072727,910.018868,31.997778,12.352727,30.998182,15.741818,23.629091,54.345455,6.063636,13.042593,1.605556,69.958182,3.554545,3.638182,8.014545,16.183636,16.138182,1.410909,8.987273,37.956322
285,8161.709677,118.333871,44.115,16.07541,9.913115,51.567213,27.929508,2.949333,55869.16364,4.891667,12.935,14.001667,6.483333,20.485,28501.76667,69.708333,3112.725806,897,30.165909,13.17541,30.570492,13.372131,20.857377,57.331148,5.20339,10.576364,0.841818,75.991803,2.139344,5.242623,8.318033,18.683333,13.893333,1.436667,13.303333,38.968324
286,8024.253165,77.382278,46.368421,14.284615,11.639744,52.617949,24.533333,2.88,50710.35211,5.719231,11.70641,12.542308,6.801282,19.34359,28488.12162,75.820513,3188.291139,751.809524,26.801852,14.60641,32.178205,12.711538,19.769231,55.647436,4.262667,13.556,3.309333,90.980769,1.74359,2.446154,5.15641,18.529487,16.121795,1.144872,6.330769,41.689555
287,7519.04,62.968,48.153521,15.607042,12.314085,54.369014,23.690141,2.863099,56830.63636,4.892958,12.214085,14.557746,9.664789,24.222535,29421.65672,76.242254,3057.92,881.885246,29.748148,9.607042,28.708451,20.483099,31.569014,55.077465,4.233803,15.848529,1.430882,89.067606,2.452113,3.752113,5.8,15.908451,11.235211,1.319718,8.747887,42.744659
288,27633.0,502.34,42.04,12.82,9.22,40.38,38.52,3.138,57446.6,5.4,11,12.92,14.12,27.04,31446.6,55.64,11247.8,1110,35,6.8,19.28,28.54,48.78,61.78,3.68,17.38,0.26,82.24,1.42,4.76,6.5,12.76,13.2,1.68,7.16,41.636693
290,9491.244898,59.702041,43.295652,18.763265,9.144898,44.844898,32.059184,3.149362,53475.54348,6.757143,13.757143,12.410204,6.732653,19.142857,28688.56522,82.332653,3588.693878,821.820513,28.648387,12.367347,33.122449,14.7,22.726531,52.836735,5.980435,10.193617,2.380851,53.536735,1.561224,2.406122,2.771429,19.916327,14.304082,0.463265,8.187755,37.960865
291,7579.319149,120.323404,42.038298,14.770213,8.76383,43.674468,35.576596,3.255556,47795.13636,6.617778,11.062222,10.728889,6.313333,17.042222,24960.82979,74.244444,2982.680851,773.857143,35.548571,16.419149,34.793617,11.210638,18.542553,54.13617,8.136957,10.527273,2.615909,51.280851,1.925532,3.142553,4.36383,16.669565,18.231111,0.648889,8.038298,38.004682
292,26363.53846,1615.053846,30.846154,8.023077,4.938462,28.976923,56.107692,3.019,53388.6,4.518182,10.727273,10.645455,10.318182,20.963636,26880.84615,58.181818,10413.61538,1073.3,37.69,6.7,18.65,24.625,40.65,61.330769,7.184615,10.816667,0.233333,54.161538,1.823077,3.923077,5.938462,11.192308,22.709091,1.154545,7.107692,38.844732
293,9464.711111,160.171111,41.088372,16.195556,7.848889,45.753333,28.302222,3.067907,51793.71795,5.384444,10.902222,11.791111,6.275556,18.066667,28255.575,72.697778,3606.2,824.305556,28.853125,15.68,35.662222,13.395556,18.846667,55.595556,4.847619,8.683333,1.042857,76.031111,1.562222,3.757778,5.497778,19.062222,16.635556,1.017778,7.662222,41.910467
294,15002.52632,571.25614,41.658929,14.464286,8.467857,46.323214,34.183929,3.065536,63462.07547,5.055357,10.891071,13.416071,15.180357,28.596429,31255.34545,70.501786,5879.666667,1170.702128,32.82439,10.967857,28.157143,18.808929,32.917857,56.941071,4.439286,13.258491,1.154717,61.391071,1.883929,3.360714,4.225,12.9125,15.178571,1.039286,9.346429,36.476198
295,12247.64912,96.266667,44.032143,15.010526,10.324561,40.701754,35.035088,3.329643,44596.42308,7.875439,10.375439,10.084211,5.547368,15.631579,23989.63636,68.898246,4732.807018,797.826923,40.389362,15.54386,41.235088,10.133333,16.150877,52.066667,6.082456,10.755556,1.233333,55.1,1.335088,2.847368,3.126316,18.087719,21.901754,0.764912,7.014035,37.69888
296,16274.32308,312.523077,41.303077,13.544615,8.204615,49.34,32.518462,2.983968,60923.48333,5.0125,10.95625,12.934375,12.23125,25.165625,28184.0625,72.010937,6398.615385,846.690909,30.601961,13.333846,28.173846,16.632308,28.738462,56.4,5.132308,11.58,1.368333,78.972308,2.06,3.501538,4.975385,15.223077,15.615625,1.026563,7.944615,42.050404
297,16711.0,317.704,40.829167,11.912,7.388,48.56,29.076,3.092174,59524.91304,5.583333,11.125,14.220833,9.804167,24.025,30580.54167,73.6875,6475.72,889.181818,29.694737,14.448,30.836,14.772,22.308,61.648,5.54,10.504348,1.965217,73.58,0.756,3.82,4.984,12.884,12.833333,0.670833,6.612,38.986453
298,6400.028571,149.068571,45.514286,17.425714,8.262857,45.577143,31.425714,3.153824,50084.6875,7.097059,11.861765,9.970588,6.297059,16.267647,24463.31429,74.567647,2503.742857,758.724138,31.166667,19.474286,39.957143,9.614286,15.28,50.951429,9.314706,10.116129,2.196774,57.628571,0.768571,3.608571,5.145714,19.532353,17.276471,0.835294,8.031429,39.644829
299,7616.096774,91.432258,44.11,14.1,10.876667,46.096667,33.993333,3.164286,59335.37037,4.378571,11.05,14.160714,9.6,23.760714,30869.6,79.071429,2981.096774,1104.789474,32.094444,10.393333,38.12,16.886667,26.316667,56.21,8.763333,10.131034,0.893103,53.103333,4.203333,4.67,8.56,16.425,14.925,1.385714,9.85,37.920836
300,40162.72581,875.119355,37.734426,10.106557,5.44918,49.665574,33.529508,3.380984,82017.54098,3.014754,13.537705,17.293443,20.083607,37.377049,39698.46667,67.514754,14135.62903,1339.316667,31.64386,10.380328,21.544262,24.840984,40.978689,67.077049,5.044262,16.516667,0.311667,49.021311,4.603279,5.578689,11.842623,10.270492,10.77541,4.304918,6.503279,40.968089
301,23161.82456,246.157895,39.105357,11.896429,6.473214,51.548214,30.45,3.17,70760.74074,3.705455,14.403636,17.025455,14.2,31.225455,32058.48214,72.827273,8211.649123,1030.962264,29.792308,11.905357,31.644643,15.891071,25.060714,63.164286,5.442857,13.566071,1.5125,75.728571,2.332143,4.307143,7.635714,13.428571,11.609091,1.24,7.580357,40.777511
302,20024.375,450.394643,39.790566,13.153704,7.82963,48.731481,31.922222,3.276038,64027.48077,3.396226,13.892453,14.926415,10.775472,25.701887,31712.56604,70.249057,7113.660714,1051.387755,31.704255,15.646296,34.144444,13.872222,21.775926,57.412963,5.175,12.809615,1.026923,55.403704,2.068519,3.687037,6.416667,13.888679,12.10566,1.375472,7.662963,40.477491
303,25649.975,1965.8625,33.792308,8.2,4.497436,32.417949,51.689744,2.987838,75746.75676,3.991892,12.732432,13.962162,21.208108,35.17027,43880.18421,45.313514,11252.65,1395.054054,33.977778,7.725641,15.589744,30.653846,56.323077,67.623077,6.097436,16.594595,0.064865,44.941026,2.341026,4.807692,9.258974,9.084615,16.167568,3.802703,4.7,39.873279
304,5305.325581,32.474419,39.997619,12.223256,8.111628,42.32093,34.765116,3.770476,48711.32432,7.778571,11.359524,10.809524,6.269048,17.078571,24397.10811,69.647619,1867.813953,678.606061,27.092857,18.85,36.82381,10.895238,16.788095,52.265116,8.434884,12.234211,5.876316,62.174419,2.588372,4.05814,7.274419,16.84186,20.504762,1.966667,7.209302,40.096071
305,11339.8254,160.720635,44.440323,12.820635,10.815873,51.660317,26.833333,3.172833,62093.33898,5.391935,13.751613,13.385484,10.351613,23.737097,28903.47541,75.967742,3961.396825,897.857143,29.952941,18.237097,29.353226,14.967742,24.091935,55.473016,3.803175,15.289831,2.166102,86.160317,3.236508,4.628571,12.873016,16.944444,14.743548,1.903226,7.998413,41.421617
306,9580.318182,194.675,40.44186,11.953488,8.093023,49.04186,33.097674,3.2525,57378.17073,5.085366,12.443902,13.84878,9.968293,23.817073,28343.72093,74.278049,3592.454545,888.918919,30.596875,14.276744,33.025581,13.904651,24.681395,57.725581,5.469767,14.135,3.7475,70.327907,1.693023,3.186047,5.613953,13.372093,14.778049,1.273171,8.053488,41.036855
307,11624.9375,97.996875,40.780645,13.093548,7.2,48.419355,26.46129,3.225333,52390.21429,7.106452,11.235484,12.996774,7.451613,20.448387,27252.0,73.835484,4198.625,781.115385,26.317391,19.690323,35.383871,9.758065,16.067742,57.370968,4.967742,12.364286,2.339286,90.506452,1.335484,2.909677,9.183871,15.345161,16.054839,2.825806,5.816129,42.018069
308,10011.27273,128.231818,43.085714,14.604762,8.12381,44.414286,33.57619,3.501,56009.95,6.405,9.465,13.37,9.49,22.86,27208.7619,74.18,3222.454545,805.470588,29.7,17.314286,37.890476,9.547619,14.385714,52.509524,5.12381,11.826316,3.457895,61.457143,1.247619,2.609524,2.838095,17.838095,18.62381,0.6,10.72381,39.882003
309,29153.28571,454.328571,34.0,10.666667,5.533333,31.783333,47.4,3.725,47157.66667,6.3,11.783333,9.516667,8.65,18.166667,26462.16667,41.25,10532.0,996.666667,37.416667,12.7,27.466667,17.65,27.733333,64.633333,8.766667,10.657143,0.142857,44.35,1.35,5.466667,6.783333,15.383333,22.1,1.016667,14.0,40.666734
310,6460.738095,70.67619,42.091139,13.544444,8.395062,42.141975,34.409877,3.364231,50815.05263,6.77375,12.21,11.8375,7.32625,19.16375,26914.24051,72.92,2306.047619,705.275362,31.236667,16.761728,39.860494,8.969136,15.408642,49.749383,5.77625,11.924658,5.163014,59.254321,2.140741,2.725926,4.545679,16.992593,19.1,0.4475,7.730864,40.545852
312,16591.1,568.72,35.688889,10.755556,5.9,33.144444,46.822222,3.3625,46505.25,7.475,10.5625,11.3,8.5375,19.8375,23659.0,54.625,6275.7,869.375,40.075,14.1875,32.0375,12.775,23.9375,54.622222,7.9,13.525,0.4125,42.811111,1.0,3.111111,3.477778,15.033333,25.425,0.7625,7.655556,39.634625
313,9811.25,145.6,39.552174,10.916667,6.933333,44.5875,35.608333,3.11,62962.47619,4.726087,12.926087,14.382609,8.278261,22.66087,31052.6087,69.008696,3537.958333,980.25,28.582353,10.979167,38.245833,13.875,19.966667,63.2875,5.217391,9.586957,0.765217,64.295833,1.445833,4.891667,5.058333,18.226087,13.378261,0.93913,12.386957,38.514757
314,21756.58333,518.741667,36.472727,10.590909,7.354545,37.409091,44.4,3.119,60815.7,4.15,13.25,13.4,12.64,26.04,31656.45455,55.38,8456.916667,1227.9,34.79,9.6,28.227273,19.181818,33.045455,65.1,7.7,11.318182,0.145455,50.454545,1.763636,3.636364,6.136364,15.28,15.3,1.3,16.909091,38.247996
315,7316.978723,48.621277,41.543182,14.818182,7.804545,49.086364,29.231818,3.23814,47649.425,7.565116,12.676744,12.355814,6.748837,19.104651,28513.06977,74.52093,2680.276596,743.472222,27.022222,17.118182,38.779545,8.804545,15.706818,51.775,3.97381,12.544186,5.706977,78.334091,1.079545,3.611364,5.265909,15.609302,17.47907,0.874419,9.246512,38.30735
316,6401.806452,111.590323,38.267742,10.56129,7.203226,45.848387,32.870968,3.225517,45701.46154,5.817241,11.417241,10.975862,6.334483,17.310345,26023.16129,68.182759,2310.612903,739.692308,31.938095,18.446667,38.396667,10.193333,15.79,55.751613,5.533333,11.296429,4.35,67.716129,2.509677,3.632258,8.477419,14.443333,23.351724,1.386207,10.016129,37.715343
317,7022.923077,120.936538,40.233333,13.488235,8.101961,46.411765,32.270588,3.2082,46665.18367,7.25,13.206,11.208,5.648,16.856,26078.34,70.09,2644.942308,752.288889,27.595349,16.982353,36.817647,9.190196,14.988235,57.4,6.231373,12.104082,4.895918,61.862745,2.305882,3.337255,7.286275,16.704,20.768,1.32,6.776471,38.701665
318,3280.851852,22.351852,46.176923,14.919231,9.757692,51.946154,27.0,2.949615,58419.45833,7.046154,10.769231,14.638462,10.107692,24.746154,28660.96,80.773077,1209.111111,782.05,32.85,13.346154,33.407692,12.711538,21.142308,51.334615,7.008,11.104348,2.413043,60.35,2.957692,2.511538,4.6,20.146154,18.403846,0.476923,11.942308,40.304291
319,28431.71429,686.214286,33.714286,9.971429,4.857143,36.585714,40.742857,3.271429,46072.57143,5.428571,11.171429,9.714286,6.457143,16.171429,26743.57143,36.614286,10776.42857,974.714286,30.857143,12.957143,26.242857,15.942857,25.9,62.2,9.528571,10.485714,0.128571,43.614286,3.371429,5.971429,9.171429,16.771429,22.828571,1.314286,13.442857,39.244831
320,15734.43182,192.731818,42.632558,12.5,8.911364,48.352273,27.931818,3.421818,63132.47619,4.481818,12.343182,14.904545,11.027273,25.931818,30634.62791,75.504545,5701.977273,1050.6,28.878378,13.059091,34.443182,13.725,21.588636,50.925,5.262791,10.3,2.311628,80.870455,1.952273,4.768182,7.088636,19.940909,13.115909,0.820455,10.325,37.731854
321,14249.57778,285.224444,50.231818,17.263636,14.129545,49.434091,25.822727,2.884773,54039.30233,5.772727,10.572727,12.915909,8.122727,21.038636,28613.88636,78.059091,6403.555556,1065.384615,34.855556,13.140909,35.295455,14.175,22.159091,46.843182,5.261364,10.85122,0.829268,83.025,3.679545,4.179545,9.243182,16.615909,15.879545,1.763636,11.879545,36.970682
322,28244.56757,848.864865,36.808571,10.577143,5.782857,41.611429,38.177143,3.188235,63859,4.208824,12.723529,14.75,12.264706,27.014706,33243.85714,56.155882,10969.45946,1228.941176,33.417647,9.522857,27.194286,20.205714,30.337143,67.014286,5.4,10.371429,0.131429,59.151429,2.6,6.265714,10.097143,13.241176,14.891176,2.605882,13.797143,38.815047
323,10243.18605,292.248837,42.866667,15.1025,9.39,42.755,37.6675,2.990789,50936.65714,4.947368,9.281579,12.786842,7.565789,20.352632,27463.97368,72.805263,3946.418605,904.235294,44.459375,13.833333,32.271795,14.176923,23.125641,50.5125,7.066667,12.765714,1.702857,63.5275,1.555,3.76,6.7125,17.85,17.176316,1.071053,8.56,37.140828
324,8502.930233,105.309302,43.828571,13.559524,9.278571,49.142857,27.633333,3.044524,52122.04878,6.202381,12.87619,10.645238,7.628571,18.27381,28726.45238,74.12381,3267.348837,980.794872,30.89375,14.771429,35.183333,11.911905,18.188095,52.285714,4.790476,12.274419,2.467442,79.611905,1.580952,3.880952,5.088095,20.695238,16.428571,0.878571,12.019048,37.652673
325,17640.97561,411.739024,38.4475,10.645,8.115,48.395,32.3375,3.087105,65442.2973,3.413158,14.15,14.918421,12.828947,27.747368,31381.74359,65.257895,6807.341463,1161.945946,32.167647,7.865,25.1825,19.3275,29.25,61.17,4.620513,11.281579,1.15,73.5275,2.0125,8.02,8.405,16.131579,11.765789,1.097368,19.71,38.417981
326,9040.44186,301.513954,42.497561,13.746512,10.253488,40.548837,34.855814,3.272564,52201.42857,3.997619,10.221429,10.014286,9.733333,19.747619,27570.41026,70.014286,3450.744186,874.125,41.5,13.723256,32.774419,14.818605,25.532558,49.44186,5.160976,11.125641,1.982051,76.639535,0.902326,5.051163,8.746512,16.721429,19.328571,1.235714,8.434884,36.669515
327,23973.09091,532.513636,44.346341,13.531707,9.34878,51.792683,27.173171,3.03878,68232.87805,3.326829,13.385366,16.617073,13.907317,30.52439,33658.07317,73.668293,9238.840909,1295.125,33.171795,8.621951,28.368293,19.714634,29.990244,59.741463,5.207317,12.165854,0.541463,77.590244,3.982927,6.043902,16.231707,14.495122,10.714634,2.163415,10.007317,37.397275
328,31043.73529,1217.964706,35.424242,9.039394,5.060606,39.554545,43.384848,3.401613,70704.65625,3.36875,12.646875,17.04375,14.846875,31.890625,33949.51515,56.528125,10422.94118,1446.733333,33.866667,9.809091,23.424242,24.554545,38.230303,65.084848,5.187879,13.587097,0.012903,59.157576,6.206061,11.175758,31.530303,10.169697,12.865625,7.65,5.527273,37.100591
329,20283.38235,479.070588,49.042424,16.651515,11.830303,50.166667,27.254545,3.176061,67488.96875,3.184848,11.854545,15.572727,13.745455,29.318182,33369.8125,74.721212,8148.352941,1247.225806,35.074194,8.024242,27.657576,19.575758,31.742424,53.254545,4.790909,11.293939,0.218182,77.987879,2.078788,6.287879,12.239394,15.875758,11.475758,1.860606,13.390909,38.107082
330,34958.92157,1716.927451,43.377551,12.922449,8.016327,46.281633,31.879592,3.279592,66478.65306,3.893878,13.487755,14.557143,14.459184,29.016327,32875.38776,62.053061,12264.35294,1563.183673,39.902041,13.195918,29.022449,19.0,30.208163,63.130612,5.622449,18.444898,0.240816,61.122449,4.216327,13.718367,42.830612,11.24898,13.469388,14.073469,5.085714,34.569793
331,32045.77778,3045.050794,40.979032,10.587097,7.409677,44.235484,35.119355,3.315161,71422.16129,4.635484,11.732258,14.241935,17.604839,31.846774,33791.3871,53.083871,11515.98413,1646.491803,41.054237,15.020968,23.185484,22.733871,38.617742,63.503226,4.987097,22.237097,0.077419,59.095161,4.646774,18.930645,63.754839,9.220968,14.201613,21.156452,2.298387,34.729989
332,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35.544993
333,30145.89286,1698.460714,42.6,12.711111,7.2,45.781481,33.955556,3.176667,81660.51852,3.385185,12.040741,17.425926,21.344444,38.77037,39948.51852,65.318519,11550.92857,1746.185185,35.457692,8.366667,21.914815,25.285185,42.407407,66.492593,5.1,16.62963,0.092593,59.896296,3.892593,11.262963,29.711111,10.433333,10.714815,7.444444,4.888889,34.266108
